"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3J99V3NB","book","1977","Dixon, R. M. W.","A grammar of yidiny","","","","","","","1977","2023-02-12 15:46:33","2023-02-12 15:46:33","","","","","","","","","","","","","Cambridge University Press","Cambridge","","","","","","","","Citation Key: dix77Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4MBC7NSD","bookSection","","Dixon, RMW. 1991a","Mbabaram","Handbook of Australian languages","","","","","","","2023-02-12 15:46:33","2023-02-12 15:46:33","","","","","","","","","","","","","vol. 4. John Benjamins","","","","","","","","","Citation Key: dix91m","","","","","","Dixon, Rmw; Blake, Barry","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CHVZ6I3S","book","","Dixon, R. M. W. 1991b","Words of our country: Stories, place names, and vocabulary in yidiny, the aboriginal language of the cairns-yarrabah region","","","","","","","","2023-02-12 15:46:33","2023-02-12 15:46:33","","","","","","","","","","","","","University of Queensland Press. Distributed in the USA and Canada by International Specialized Book Services","","","","","","","","","Citation Key: dix91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8QYVIYD8","book","2002","Dixon, R. M. W.","Australian languages: their nature and development","","","","","","","2002","2023-02-12 15:46:33","2023-02-12 15:46:33","","","","","","","","","","","","","Cambridge University Press","Cambridge","","","","","","","","Citation Key: dix02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A2X8M5WN","book","1980","Donaldson, Tamsin","Ngiyambaa: the language of the Wangaaybuwan","","","","","","","1980","2023-02-12 15:46:33","2023-02-12 15:46:33","","","","","","","","","","","","","Cambridge University Press","Cambridge studies in linguistics. Cambridge","","","","","","","","Citation Key: don80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F87GHEQ2","book","1997","Donaldson, Tamsin","Ngiyampaa wordworld I: thipingku yuwi","","","","","","","1997","2023-02-12 15:46:33","2023-02-12 15:46:33","","","","","","","","","","","","","maka ngiya","names of birds & other words. MS, Canberra","","","","","","","","Citation Key: donlex","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C9QGBN98","bookSection","1979","Eades, Diana","Gumbaynggir","Handbook of Australian languages volume 1","","","","","","1979","2023-02-12 15:46:33","2023-02-12 15:46:33","","244-361","","","","","","","","","","","Australian National University Press","Canberra","","","","","","","","Citation Key: Eades1979","","","","","","Dixon, R. M. W.; Blake, Barry J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G2Y5XFIE","book","1976","Eades, D. K.","The <span class=""nocase"">Dharawal and Dhurga languages of the New South Wales south coast</span>","","","","","","","1976","2023-02-12 15:46:33","2023-02-12 15:46:33","","","","","","","","","","","","","Australian Institute of Aboriginal Studies","Canberra","","","","","","","","Citation Key: ead76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DFZC4RI6","book","2006","Glass, Amee","Ngaanytjarra learner's guide","","","","","","","2006","2023-02-12 15:46:33","2023-02-12 15:46:33","","","","","","","","","","","","","IAD Press","Alice Springs","","","","","","","","Citation Key: gla06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C6D9MCCC","book","2003","Glass, Amee; Hackett, Dorothy","Ngaanyatjarra & ngaatjatjarra to english dictionary","","","","","","","2003","2023-02-12 15:46:34","2023-02-12 15:46:34","","","","","","","","","","","","","IAD Press","Alice Springs","","","","","","","","Citation Key: glahac03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6X9NWKTS","book","1992","Goddard, C.","Pitjantjatjara/Yankunytjatjara to english dictionary","","","","","","","1992","2023-02-12 15:46:34","2023-02-12 15:46:34","","","","","","","","","","","","","Institute for Aboriginal Development","","","","","","","","","Citation Key: god92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57489Y7H","book","2001","Grant, S.; Rudder, J.","Wiradjuri language–how it works","","","","","","","2001","2023-02-12 15:46:34","2023-02-12 15:46:34","","","","","","","","","","","","","Restoration House","Canberra","","","","","","","","Citation Key: grant2001wiradjuri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INDTJAAR","journalArticle","","Green, Thomas","n.d","Ngardily wordlist. ASEDA 00","","","","","","","2023-02-12 15:46:34","2023-02-12 15:46:53","","","","clairebowern","34","","","","","","","","","","","","","","","","","Citation Key: ASEDA0034","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9P3KF7KE","journalArticle","1960","Hale, Kenneth","Walmajarri/Jiwarliny","ASEDA 00","","","","","","1960","2023-02-12 15:46:34","2023-02-12 15:46:53","","","","clairebowern","15","","","","","","","","","","","","","","","","","Citation Key: ASEDA0015","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4CQCN5LJ","book","1995","Hale, Kenneth","An elementary Warlpiri dictionary","","","","","","","1995","2023-02-12 15:46:34","2023-02-12 15:46:34","","","","","","","","","","","","","IAD Press","Alice Springs","","","","","","","","Citation Key: hal95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T2YZ67DN","bookSection","1997","Hale, Kenneth","A Linngithigh vocabulary","Boundary rider: Essays in honour of Geoffrey O'Grady","","","","","","1997","2023-02-12 15:46:34","2023-02-12 15:46:34","","209-246","","","","","","","","","","","Pacific Linguistics","vol. C-136,. Canberra","","","","","","","","Citation Key: hal97l","","","","","","Tryon, Darrel; Walsh, Michael","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5DPUNQVY","book","","Hale, Kenneth","n.d.<span class=""nocase"">a</span>","","","","","","","","2023-02-12 15:46:34","2023-02-12 15:46:34","","","","","","","","","","","","","Kaanju. MS","","","","","","","","","Citation Key: halKaanju","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XHA574BV","journalArticle","","Hale, Kenneth","n.d.<span class=""nocase"">b</span>","Ngarluma wordlist. ASEDA 00","","","","","","","2023-02-12 15:46:34","2023-02-12 15:46:53","","","","clairebowern","37","","","","","","","","","","","","","","","","","Citation Key: ASEDA0037","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GUUJVY77","journalArticle","","Hale, Kenneth; O'Grady, G. N.","n.d","Bayungu wordlist. ASEDA 00","","","","","","","2023-02-12 15:46:34","2023-02-12 15:46:53","","","","clairebowern","66","","","","","","","","","","","","","","","","","Citation Key: ASEDA0066","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DXJ7MGQ9","journalArticle","","Hamilton, Philip James","n.d","Pakanh material","","","","","","","2023-02-12 15:46:34","2023-02-12 15:46:53","","","","clairebowern","573","","","","","","","","","","","","","","","","","Citation Key: ASEDA0573 tex.unidentified: ASEDA 0","","","","","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
